nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
8.999569560539601662e+04,8.067300000000000000e+04,5.446650644133427704e+04
4.154430480840850942e+04,2.859800000000000000e+04,4.881124614710120659e+04
3.686346900604154507e+04,2.729100000000000000e+04,3.558164868655058672e+04
2.553196027451788541e+04,4.234886000000000422e+03,3.417549933326845348e+04
3.851520086071339756e+04,3.283400000000000000e+04,2.607066011608922781e+04
5.972375900024828297e+03,0.000000000000000000e+00,2.440048242527786715e+04
5.163839943060499536e+03,0.000000000000000000e+00,2.129784209692367222e+04
4.507572622693040103e+03,0.000000000000000000e+00,2.038713306628214559e+04
2.687477546966812952e+04,2.301400000000000000e+04,1.986626569377669875e+04
3.752336588595547255e+03,0.000000000000000000e+00,1.774216202656618043e+04
1.128026427700076238e+04,5.852818000000000211e+03,1.526843468430857138e+04
2.149395740676981222e+04,1.852472200000000157e+04,1.470711215684715171e+04
2.579654569063974577e+03,0.000000000000000000e+00,1.402366192342282557e+04
1.626561731358106408e+04,1.275400000000000000e+04,1.355223122834185233e+04
4.732080170404688033e+03,0.000000000000000000e+00,1.107578459781387028e+04
5.750137899031708002e+03,2.562864999999999782e+03,8.458480897609211752e+03
5.750135810643052537e+03,2.563000000000000000e+03,8.458478525283586350e+03
1.128815939750061989e+04,9.623000000000000000e+03,7.640874642706363375e+03
3.620758630886351966e+03,0.000000000000000000e+00,5.467372915469135478e+03
3.408650042373597444e+03,7.227960000000000491e+02,5.390830764643583279e+03
9.402981792627144387e+03,7.970631945000000087e+03,5.191886615099429946e+03
7.340824030456010405e+02,0.000000000000000000e+00,4.677967802904907330e+03
6.299518632707121469e+03,5.429250000000000000e+03,4.310408852559132356e+03
5.513069188943145491e+02,0.000000000000000000e+00,4.301963296519118558e+03
6.213772251096581840e+02,0.000000000000000000e+00,4.279817685909704778e+03
6.042000000000000000e+03,6.042000000000000000e+03,3.488061639363616450e+03
2.114774476537283761e+02,0.000000000000000000e+00,2.897822304387341774e+03
4.241701564181081267e+03,3.570000000000000000e+03,2.656296971272132396e+03
4.241696431432575991e+03,3.569722000000000207e+03,2.656295215135571198e+03
1.793681870396424642e+02,0.000000000000000000e+00,2.620028634850771141e+03
1.685269123562032064e+03,7.511250000000000000e+02,2.479039242173160801e+03
4.141375237937598285e+03,4.483000000000000000e+03,2.317663462678053293e+03
4.135146983365058077e+03,4.502000000000000000e+03,2.260450141254070786e+03
7.445392708764380529e+01,0.000000000000000000e+00,2.032370217313239436e+03
1.061183490441118920e+03,0.000000000000000000e+00,1.602395139225027378e+03
9.990181409418200928e+02,2.118389999999999986e+02,1.579962112665945142e+03
2.172352892493585841e+03,1.863000000000000000e+03,1.453682121468143123e+03
2.021674253082843734e+03,1.696000000000000000e+03,1.350810671162133076e+03
1.254239261772738473e+03,1.025000000000000000e+03,1.227898852348718492e+03
1.675956219481916833e+03,1.400000000000000000e+03,1.200769643454389097e+03
2.036554415294215005e+03,1.829000000000000000e+03,1.174754648313921052e+03
1.415406107754696677e+03,1.045000000000000000e+03,1.134612521509362523e+03
9.181305967061160800e+02,5.330000000000000000e+02,1.064506796758093515e+03
1.443503103533890680e+03,1.179000000000000000e+03,1.021706440488943258e+03
2.297617785318215766e+01,0.000000000000000000e+00,9.345740690879279100e+02
1.351783911280311258e+03,1.151000000000000000e+03,9.049938053385187686e+02
1.243170013572791049e+03,1.046196999999999889e+03,7.785156784328366939e+02
4.964133079533228283e+02,4.000000000000000000e+02,6.773744298226592946e+02
9.133079533228503522e+00,0.000000000000000000e+00,6.221714806392980108e+02
8.400806918811553032e+02,7.130000000000000000e+02,6.080800822569285629e+02
4.905986923777207380e+02,3.470000000000000000e+02,5.763337808239150490e+02
7.671021968881885869e+02,6.492540000000000191e+02,5.517567291883706275e+02
5.591800049656542342e+02,4.290000000000000000e+02,5.003901185589152760e+02
4.053087809318877817e+02,2.790000000000000000e+02,4.762065483913625599e+02
1.044680129107009918e+02,0.000000000000000000e+00,4.289385036029385674e+02
3.004260211040310082e+02,6.708199999999999363e+01,4.020414640055359996e+02
8.550475875196556785e+01,0.000000000000000000e+00,3.772546579226528820e+02
9.037810386493417525e+01,0.000000000000000000e+00,3.744513648749473873e+02
2.490915088140366151e+02,4.131300000000000239e+01,3.334188508227254033e+02
2.025388562443101819e+02,9.000000000000000000e+01,3.099765164391822623e+02
2.025379498468924737e+02,8.975799999999999557e+01,3.099737433861167801e+02
5.639900496565423538e+01,0.000000000000000000e+00,2.868802993882881651e+02
4.108400231730530550e+01,0.000000000000000000e+00,1.942620329881654300e+02
2.806154100802780818e+02,2.400000000000000000e+02,1.937143541355407876e+02
1.196127069436400490e+02,0.000000000000000000e+00,1.806215164207142720e+02
1.332544276255893294e+02,6.804300000000000637e+01,1.800627802508693094e+02
4.306380865679053471e+01,0.000000000000000000e+00,1.759372710574451162e+02
1.083895387734829967e+02,2.555000000000000071e+01,1.617687172568023186e+02
3.723349929653234369e+01,0.000000000000000000e+00,1.535652790814105231e+02
2.824434718199121619e+01,0.000000000000000000e+00,1.535475633907909412e+02
1.100508947281300323e+02,5.710000000000000142e+01,1.489600010949432374e+02
5.691814143838455209e+01,0.000000000000000000e+00,1.292096803151154916e+02
4.616637854837379962e+01,0.000000000000000000e+00,1.080562062979303448e+02
1.435728312505172788e+01,0.000000000000000000e+00,1.078601894591700585e+02
1.541439212116196416e+02,1.270000000000000000e+02,1.062770893639003447e+02
1.541420489116944168e+02,1.269939999999999998e+02,1.062751114580806728e+02
1.474931043614996717e+01,0.000000000000000000e+00,9.987000203840456436e+01
1.283016179756682185e+01,0.000000000000000000e+00,8.184429517613391170e+01
4.199039973516510926e+00,0.000000000000000000e+00,5.580514946979470636e+01
3.588800546221964538e+00,0.000000000000000000e+00,5.080847077394340516e+01
