SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,HEATP8   ,HTLS508  ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,FURNP8   ,BOILP8   ,PKGHP8   ,SLFCNP8  ,HTPHP8   ,STHWP8   ,OTHTP8   ,MAINHT8  ,PKGHPS8  ,SPLHPS8  ,RMHPS8   ,AIRHPT8  ,GRDHPT8  ,WTRHPT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,RCACP8   ,ACWNWP8  ,HTPCP8   ,CHWTP8   ,CHILP8   ,EVAPP8   ,OTCLP8   ,MAINCL8  ,PKGCPS8  ,SPLCPS8  ,RMCPS8   ,AIRCPT8  ,GRDCPT8  ,WTRCPT8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,HDD658   ,CDD658   ,MFHTBTU8 ,MFCLBTU8 ,HTEUI,CLEUI,HTCLEUI,ADJWT8   
23500,4,7,6,1,1,2,2,2,2,25, ,1,1,2,2,2,2,2,75,25,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,75,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,2,2,1,2,2399,1737,183421,179652,7.805148936,7.644765957,15.44991489,444.58
70000,6,5,26,1,1,1,2,2,2,100, ,1,2,1,2,2,2,2,100,   ,1,   ,   ,   ,   ,1, , , , , , ,1,2, ,25,1,1,1,2,2,2,2,2,20,70,10,   ,   ,   ,   ,   ,2, , , , , , ,1,2, ,1,1,1, ,7405,587,1678374,100428,23.97677143,1.434685714,25.41145714,404.15
6000,3,7,15,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,2,1, ,10930,533,795841,41987,132.6401667,6.997833333,139.638,1701.91
2550,2,7,14,1,2,2,1,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,2,2,2,2,4321,1087,0,2624,0,1.029019608,1.029019608,2739.65
4500,2,2,25,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,35,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,2,2,2,1,7004,515,445491,23540,98.998,5.231111111,104.2291111,864.37
3600,2,5,26,1,2,2,2,2,2,100, ,2,2,2,1,2,2,1,   ,   ,   ,10,   ,   ,90,7, , , , , , ,1,2, ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,1, ,5290,816,11229,0,3.119166667,0,3.119166667,2739.65
280000,8,6,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,1,1,1,1,5042,1176,14181319,3819200,50.64756786,13.64,64.28756786,82.18
1800,2,7,2,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2, ,2, ,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2, ,2, ,2,2,2, ,2412,2018,8890,30154,4.938888889,16.75222222,21.69111111,2314.83
255000,8,4,14,1,2,1,2,1,2,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,3,60,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,3,1,1,1,1,6128,572,35089033,0,137.604051,0,137.604051,119.39
47500,5,5,25,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,3,2,1,1,1,4623,1585,177744,578619,3.741978947,12.18145263,15.92343158,366.79
3200,2,6,26,1,2,1,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,2,2,5503,684,48542,0,15.169375,0,15.169375,2463.5
6400,3,4,15,1,2,2,1,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,2,2,2, ,1620,2372,1368,8644,0.21375,1.350625,1.564375,1589.69
41500,5,5,12,1,2,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,2,98,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,1,1,1,2,2084,3182,195841,924896,4.719060241,22.2866506,27.00571084,406.52
220000,8,6,2,1,2,1,2,2,2,80, ,2,1,1,1,2,2,2,   ,73,7,20,   ,   ,   ,4, , , , , , ,2,1,3,80,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,1,1,3,1,2,1,1,1115,1831,127499,4549104,0.579540909,20.67774545,21.25728636,95.2
30000,5,7,14,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,1,1,1,1,3227,1795,1112569,162033,37.08563333,5.4011,42.48673333,14.06
60000,6,5,8,1,2,1,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,1,2,1,2,143,4811,0,4765425,0,79.42375,79.42375,64.59
16500,4,3,6,1,1,2,2,2,2,100, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,1,1,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , ,2,6128,654,467923,0,28.3589697,0,28.3589697,240.33
5000,2,6,4,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,2, ,75,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,2,2,1, ,7188,521,975267,43419,195.0534,8.6838,203.7372,568.7
2000,2,7,26,2,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5347,874,                  ,                  , , , ,3391.93
31000,5,7,8,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,3,1,2,1,1,1780,3920,111442,1328609,3.594903226,42.85835484,46.45325806,152.82
18750,4,6,5,1,1,2,2,2,2,5, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,2,5,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2,2, ,2,2,3411,1260,78761,5657,4.200586667,0.301706667,4.502293333,1210.96
2100,2,3,15,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,1,2, ,1,2,5128,815,233448,25980,111.1657143,12.37142857,123.5371429,1701.91
24000,4,3,14,1,1,2,2,2,2,100, ,1,2,1,2,1,2,2,100,   ,60,   ,40,   ,   ,1,1,2,1,1,2,2,1,1,1,100,1,2,1,1,2,2,2,2,60,   ,100,40,   ,   ,   ,   ,3,1,2,1,1,2,2,1,1,1,2,1,1,2,2190,1929,312509,251968,13.02120833,10.49866667,23.519875,360.63
4800,2,7,26,2,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,6747,679,                  ,                  , , , ,2447.55
3500,2,6,15,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,2,2,2, ,5863,838,169022,40039,48.292,11.43971429,59.73171429,1337.85
1200,2,2,2,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,2,2,1,2,2733,547,39510,9949,32.925,8.290833333,41.21583333,1872.17
1600,2,2,2,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,1,2, ,2,2,2, ,7302,583,63000,2994,39.375,1.87125,41.24625,2447.55
6000,3,7,8,1,1,2,2,2,2,98, ,1,2,2,1,2,2,2,98,   ,   ,15,   ,   ,   ,1, , , , , , , ,1,2,98,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,2, ,2,2,1,2,6200,607,196484,5033,32.74733333,0.838833333,33.58616667,2141.61
12000,4,4,14,1,2,2,2,2,2,80, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,2,80,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,832,3968,23698,268266,1.974833333,22.3555,24.33033333,460.92
3000,2,7,2,1,2,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,2,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,1,2,2,1,1,2,790,3506,2264,28203,0.754666667,9.401,10.15566667,2544.74
600000,9,1,17,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,3,75,1,2,1,2,2,1,2,2,10,   ,15,   ,   ,75,   ,   ,6, , , , , , ,1,1,3,1,1,1,1,6048,908,40549267,1055512,67.58211167,1.759186667,69.34129833,19.4
8400,3,6,18,1,1,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,2,2,1,1,2,2,1,1,2,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,2,1,1,2,2,1,1,2,2,1,1,2,2205,2874,19665,137158,2.341071429,16.32833333,18.66940476,460.92
410000,8,5,1,1,1,2,1,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,2,1,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,6005,612,11028636,2614,26.8991122,0.00637561,26.9054878,270.86
600000,9,6,5,1,1,2,2,2,2,5, ,2,2,1,2,1,2,2,   ,   ,25,   ,75,   ,   ,5,1,2,2,1,2,2,1,1,3,5,1,2,2,1,2,2,2,2,25,   ,   ,75,   ,   ,   ,   ,4,1,2,2,1,2,2,1,1,3,2,2,1,1,879,1873,55333,360608,0.092221667,0.601013333,0.693235,188.02
41500,5,5,17,1,1,1,2,2,2,100, ,2,1,2,1,2,2,2,   ,97,   ,15,   ,   ,   ,2, , , , , , ,2,2, ,100,2,2,1,2,2,2,1,2,   ,   ,20,   ,   ,   ,90,   ,7, , , , , , ,1,2, ,2,2,1, ,5223,714,3038143,176342,73.20826506,4.249204819,77.45746988,456.4
1800,2,3,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,1,1,2,70,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2,2, ,1,2,1456,613,87801,19027,48.77833333,10.57055556,59.34888889,1926.09
148000,7,7,5,1,1,2,2,2,2,100, ,2,2,1,1,2,2,2,   ,   ,95,5,   ,   ,   ,3, , , , , , , ,2, ,15,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,1,1, ,2706,1092,578955,191263,3.911858108,1.292317568,5.204175676,242.54
16000,4,2,12,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,2,2,1,2,6506,747,215625,35580,13.4765625,2.22375,15.7003125,364.88
166000,7,5,14,1,1,1,1,2,2,100, ,2,1,2,1,2,2,2,   ,100,   ,1,   ,   ,   ,2, , , , , , ,1,1,3,100,2,2,2,2,2,1,1,2,   ,   ,   ,   ,   ,100,100,   ,6, , , , , , ,2,1,3,1,1,1,1,5363,784,2879276,1635355,17.34503614,9.851536145,27.19657229,204.35
4700,2,3,2,1,2,1,2,2,2,33, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,33,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2,2, ,1,2,8247,356,118303,2991,25.17085106,0.636382979,25.80723404,2463.5
12750,4,7,91,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,1417,3088,0,0,0,0,0,818.54
385000,8,7,12,1,1,1,2,2,2,100, ,1,1,2,2,2,2,2,5,95,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,100,2,1,2,2,2,1,2,2,   ,7,   ,   ,   ,93,   ,   ,6, , , , , , , ,1,3,1,2,1,1,1116,3448,208693,2991384,0.54205974,7.769828571,8.311888312,72.27
30500,5,4,13,1,1,2,2,2,2,80, ,2,1,2,2,1,2,2,   ,90,   ,   ,10,   ,   ,2,2,1,1,1,2,2,2,1,1,20,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,1,1,2,2,1,1,2,2,2,1,2,3175,1851,1344895,64782,44.09491803,2.124,46.21891803,331.3
30000,5,8,1,2,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,2203,1270,                  ,                  , , , ,1023.93
3500,2,8,5,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5343,851,0,0,0,0,0,437.79
52000,6,6,8,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,1,1,2,2,1,2,2742,1096,2200274,410386,42.31296154,7.892038462,50.205,181.42
3200,2,7,14,1,2,2,1,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,100,2,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,   ,100,   ,7, , , , , , , ,2, ,1,1,1, ,5091,855,0,12748,0,3.98375,3.98375,3864.97
350000,8,4,8,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,1,2,1,2,1,2,4866,1196,21744295,1992665,62.12655714,5.693328571,67.81988571,11.26
500001,9,1,1,1,2,2,2,1,2,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,2, ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,2, ,7466,745,24762000,0,49.52390095,0,49.52390095,184.27
64000,6,8,2,1,2,2,2,1,2,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,3,100,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,3,1,1,1,1,1983,3238,7219282,0,112.8012813,0,112.8012813,3.35
2150,2,7,25,1,2,1,1,2,2,100, ,1,2,2,1,2,2,2,10,   ,   ,90,   ,   ,   ,4, , , , , , , ,1,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,2,2,2396,2135,83214,0,38.70418605,0,38.70418605,734.43
33000,5,3,18,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,1,1,2,6066,521,1342451,12628,40.68033333,0.382666667,41.063,214.9
330000,8,5,14,1,2,2,2,2,2,100, ,2,1,2,2,1,2,2,   ,95,   ,   ,5,   ,   ,2,2,1,2,1,2,2,1,1,3,100,2,2,2,1,2,1,2,2,   ,   ,   ,5,   ,95,   ,   ,6,2,1,2,1,2,2,1,1,3,1,1,1,1,2715,1508,1815818,6482248,5.502478788,19.64317576,25.14565455,3.29
15000,4,4,12,1,2,1,2,2,2,100, ,2,1,2,1,2,2,2,   ,98,   ,2,   ,   ,   ,2, , , , , , ,2,1,1,20,1,2,1,2,2,2,2,2,85,   ,15,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,2,2,1,2,4319,1509,1193252,19483,79.55013333,1.298866667,80.849,406.42
30500,5,3,14,1,1,2,2,2,2,75, ,1,1,2,2,2,2,2,10,90,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,25,1,2,1,2,2,2,2,2,75,   ,25,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,6928,575,1824198,17683,59.80977049,0.579770492,60.38954098,317.92
50001,6,6,14,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,2,1,1,1,7044,495,1453771,253233,29.0748385,5.064558709,34.13939721,243.77
13000,4,7,12,1,1,2,2,2,2,100, ,1,2,1,2,2,2,2,75,   ,75,   ,   ,   ,   ,1, , , , , , , ,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,2,2,2,2,3036,1815,312010,43675,24.00076923,3.359615385,27.36038462,734.43
65000,6,5,5,1,1,2,2,2,2,25, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,1,30,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,1753,2940,233866,235754,3.597938462,3.626984615,7.224923077,190.78
50000,5,7,13,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,1,1,1,2,7647,361,5055000,677868,101.1,13.55736,114.65736,92.84
47000,5,5,2,1,2,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,1,1,1,1,4991,1551,524200,353881,11.15319149,7.529382979,18.68257447,199.06
1500000,10,7,24,1,2,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,570,4435,1924116,44318949,1.282744,29.545966,30.82871,69.29
36500,5,5,5,1,2,2,2,2,2,5, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,1,1,2,5,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2, , , ,2,1825,1607,1163,10573,0.031863014,0.289671233,0.321534247,478.76
14250,4,5,2,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2,2,1,3,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2,2,1,3,2,2,1,1,3305,1564,78930,272517,5.538947368,19.124,24.66294737,419.28
6500,3,6,17,1,1,2,2,2,2,100, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,1,2, ,1,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,2, , , , , ,2961,1665,231563,1016,35.62507692,0.156307692,35.78138462,419.28
25000,4,8,8,1,1,2,2,2,2,40, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,40,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,1,1,1,1,4905,949,955072,35641,38.20288,1.42564,39.62852,568.7
2400,2,3,12,1,2,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,2,2,2,2,535,3575,1409,21003,0.587083333,8.75125,9.338333333,2544.74
14750,4,2,13,1,1,2,2,2,2,95, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,2,1,2,95,2,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,   ,100,   ,7, , , , , , ,1,1,2,2,2,1,2,1629,1938,209697,67807,14.21674576,4.597084746,18.81383051,950.84
20000,4,7,5,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,3261,1831,0,0,0,0,0,3187.23
3100,2,1,2,1,1,1,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2,2, ,1,2,5739,1066,104479,1303,33.70290323,0.420322581,34.12322581,2739.65
1200,2,2,6,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,2, ,2, ,1, ,6554,926,182516,3376,152.0966667,2.813333333,154.91,1711.45
1750,2,5,26,1,1,2,2,2,2,100, ,1,2,1,2,2,2,2,25,   ,75,   ,   ,   ,   ,3, , , , , , ,2,1,2,25,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,2,2,2,2,5923,583,168921,4469,96.52628571,2.553714286,99.08,404.15
4500,2,5,15,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,90,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,1,1,2,2,2,1,2,2561,1724,464212,110371,103.1582222,24.52688889,127.6851111,1446.07
2850,2,5,8,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,2,1,2,1,2,2,1,2, ,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2,1,2, ,2,2,2, ,4894,994,47303,27387,16.59754386,9.609473684,26.20701754,1701.91
106000,7,5,14,1,1,2,2,2,2,100, ,2,2,1,2,1,2,2,   ,   ,70,   ,30,   ,   ,3,2,2,1,1,2,2,2,1,3,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,3,2, ,1,1,2619,1955,583696,1417016,5.506566038,13.36807547,18.87464151,126.57
108000,7,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,4912,962,4567163,761567,42.2885463,7.051546296,49.34009259,220.48
9600,3,2,25,1,2,1,2,2,2,25, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,1, ,1,2,5028,1092,280932,0,29.26375,0,29.26375,808.04
120000,7,8,18,1,2,1,2,1,2,100, ,2,2,2,2,1,1,2,   ,   ,   ,   ,1,99,   ,6,1,2,2,1,2,2, ,2, ,100,2,2,2,1,1,2,2,2,   ,   ,   ,1,99,   ,   ,   ,5,1,2,2,1,2,2, ,2, ,1,2,1, ,4874,1128,5279685,2123615,43.997375,17.69679167,61.69416667,29.12
6000,3,6,1,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,1,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2,2,1,1,2,2,1,2,7414,394,72067,244,12.01116667,0.040666667,12.05183333,3772.16
39000,5,6,12,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,1,2,1,2,2,1,1,1,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,1,2,1,2,2,1,1,1,2,2,1,2,742,3607,8152,408598,0.209025641,10.47687179,10.68589744,406.52
