SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,HEATP8   ,HTLS508  ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,FURNP8   ,BOILP8   ,PKGHP8   ,SLFCNP8  ,HTPHP8   ,STHWP8   ,OTHTP8   ,MAINHT8  ,PKGHPS8  ,SPLHPS8  ,RMHPS8   ,AIRHPT8  ,GRDHPT8  ,WTRHPT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,RCACP8   ,ACWNWP8  ,HTPCP8   ,CHWTP8   ,CHILP8   ,EVAPP8   ,OTCLP8   ,MAINCL8  ,PKGCPS8  ,SPLCPS8  ,RMCPS8   ,AIRCPT8  ,GRDCPT8  ,WTRCPT8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,HDD658   ,CDD658   ,MFHTBTU8 ,MFCLBTU8 ,HTEUI,CLEUI,HTCLEUI,ADJWT8   
61000,6,5,5,1,1,2,2,2,2,100, ,2,2,1,1,1,2,2,   ,   ,15,78,7,   ,   ,4,2,1,2,1,2,2,1,1,1,22,1,2,1,1,2,2,2,2,65,   ,13,32,   ,   ,   ,   ,1,2,1,2,1,2,2,1,1,1,2,1,1,2,4238,302,369417,4912,6.056016393,0.08052459,6.136540984,80.53
106000,7,7,14,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,1,100,2,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,   ,100,8, , , , , , , ,1,1,2,2,1,2,7177,617,2038639,633916,19.2324434,5.980339623,25.21278302,121.46
12750,4,8,5,1,1,2,2,2,2,100, ,1,2,2,1,2,2,2,25,   ,   ,75,   ,   ,   ,4, , , , , , , ,1,2,25,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,1,2,2,2,2,2,4449,1585,349393,11615,27.40337255,0.910980392,28.31435294,2724.37
700000,9,3,16,1,1,1,2,1,2,67, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,2, ,67,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,2, ,1,1,1, ,6471,577,104960595,3083570,149.9437071,4.4051,154.3488071,5.32
215000,8,5,24,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,8548,600,11514953,709819,53.55792093,3.301483721,56.85940465,161.09
75000,6,3,14,1,2,2,2,2,2,100, ,1,2,1,2,2,2,2,15,   ,85,   ,   ,   ,   ,3, , , , , , ,1,1,1,85,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,1,1,2,6182,469,1057929,317200,14.10572,4.229333333,18.33505333,318.61
5200,3,7,2,1,2,2,2,2,2,100, ,1,2,2,1,2,2,2,100,   ,   ,15,   ,   ,   ,1, , , , , , , ,2, ,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,2, ,2,2,2, ,4627,1222,126922,56135,24.40807692,10.79519231,35.20326923,2447.55
6000,3,5,26,1,2,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,25,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,2,2,5132,1104,0,8257,0,1.376166667,1.376166667,2463.5
65000,6,7,2,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,40,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,1,2,1,2,148,5446,0,144795,0,2.227615385,2.227615385,807.37
16750,4,4,5,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,3033,1617,0,0,0,0,0,3187.23
3600,2,8,25,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2, ,2, ,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2, ,2, ,2,1,1, ,2457,1886,10020,34105,2.783333333,9.473611111,12.25694444,734.43
19250,4,6,25,1,1,2,2,2,2,100, ,1,2,2,2,1,2,2,100,   ,   ,   ,50,   ,   ,1,1,2,2,1,2,2,2,1,2,80,1,2,2,1,2,2,2,2,50,   ,   ,50,   ,   ,   ,   ,4,1,2,2,1,2,2,2,1,2,2,2,1,2,2855,1683,187218,51240,9.72561039,2.661818182,12.38742857,2314.83
5500,3,1,12,1,1,2,2,2,2,100, ,1,2,2,2,1,2,2,80,   ,   ,   ,20,   ,   ,1,2,1,2,1,2,2,2,1,2,100,2,1,2,1,2,2,2,2,   ,80,   ,20,   ,   ,   ,   ,2,2,1,2,1,2,2,2,1,2,2,2,1,2,3450,1333,128812,27561,23.42036364,5.011090909,28.43145455,734.43
170000,7,7,14,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,3,99,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,3,1,2,1,1,1408,2575,716064,2521985,4.212141176,14.83520588,19.04734706,128.89
3650,2,8,25,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,85,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2, ,2, ,2,2,2, ,2186,2216,0,129289,0,35.42164384,35.42164384,734.43
82000,6,6,2,1,1,2,2,2,2,80, ,2,1,2,1,2,2,2,   ,90,   ,10,   ,   ,   ,2, , , , , , ,2,2, ,80,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,1,1,2, ,4091,313,2158046,417456,26.31763415,5.090926829,31.40856098,221.72
1500000,10,5,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,3,100,1,2,2,2,2,1,2,2,5,   ,   ,   ,   ,95,   ,   ,6, , , , , , ,1,1,3,1,1,1,1,2100,2477,16370936,21849033,10.91395733,14.566022,25.47997933,3.59
30000,5,5,2,1,1,2,2,2,2,75, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,1,2,2,1,2,5803,780,592733,60490,19.75776667,2.016333333,21.7741,406.42
80000,6,7,2,1,1,2,2,2,2,100, ,2,1,2,2,1,2,2,   ,100,   ,   ,100,   ,   ,5,2,1,2,1,2,2, ,1,3,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2, ,1,3,2,2,1,1,1718,716,633685,881636,7.9210625,11.02045,18.9415125,242.54
59000,6,6,14,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,100,2,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,   ,100,   ,7, , , , , , ,2,1,2,1,2,1,2,5147,724,1120031,841307,18.98357627,14.25944068,33.24301695,238.32
255000,8,8,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,4482,1057,6397570,1833505,25.0885098,7.190215686,32.27872549,76.39
75000,6,6,14,1,2,2,1,2,2,85, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,1,3,2,2,1,1,263,4543,8,2940886,0.000106667,39.21181333,39.21192,154.04
14000,4,2,5,1,1,1,1,2,2,100, ,1,1,1,1,2,2,2,15,71,18,17,   ,   ,   ,2, , , , , , ,1,1,2,32,2,1,1,2,2,2,2,2,   ,50,50,   ,   ,   ,   ,   ,2, , , , , , ,1,1,2,2,2,1,2,6527,678,296857,2391,21.20407143,0.170785714,21.37485714,776.54
31500,5,4,17,1,1,2,1,2,2,75, ,1,2,2,2,1,2,2,50,   ,   ,   ,50,   ,   ,1,2,2,1,1,2,2,1,2, ,75,2,2,2,1,2,2,1,2,   ,   ,   ,25,   ,   ,75,   ,7,2,2,1,1,2,2,2,2, ,2,2,1, ,6698,563,1366420,96528,43.3784127,3.064380952,46.44279365,360.63
2250,2,4,12,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,50,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2,2, ,2,2,8313,146,126515,148,56.22888889,0.065777778,56.29466667,3391.93
3550,2,8,5,1,1,2,2,2,2,25, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,2,1,2,1,2,2, ,1,2,25,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2, ,1,2,2,1,2,2,2139,2023,58877,6430,16.58507042,1.811267606,18.39633803,2314.83
5900,3,3,14,1,1,2,2,2,2,100, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,2,2, ,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,1,2,1, ,1031,1155,73440,68686,12.44745763,11.64169492,24.08915254,1926.09
33000,5,5,2,1,2,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,2,1,2,1242,709,871,96818,0.026393939,2.933878788,2.960272727,242.54
43000,5,1,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,3,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,1,3,1,2,1,1,7914,558,2656641,246252,61.78234884,5.726790698,67.50913953,73.78
1600,2,3,8,1,1,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2,1,1,2,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2,1,1,2,2,2,1,2,2982,1543,82276,5034,51.4225,3.14625,54.56875,1446.07
8000,3,7,2,1,2,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,2,1, ,330,4310,0,136323,0,17.040375,17.040375,377.5
200000,7,3,13,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,80,1,2,1,2,2,2,2,2,80,   ,20,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,1,2,5323,901,10454868,55293,52.27434,0.276465,52.550805,1557.83
2000,2,4,12,1,2,2,2,2,2,50, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,1,1,2,50,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2, , , ,2,1584,3071,1338,8307,0.669,4.1535,4.8225,2544.74
32000,5,5,2,1,1,2,2,2,2,95, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,1,95,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,1,1,2,1387,1727,182634,427360,5.7073125,13.355,19.0623125,242.54
1600000,10,3,11,1,1,2,2,2,2,65, ,1,1,1,1,2,2,2,75,25,45,5,   ,   ,   ,1, , , , , , ,1,2, ,35,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,2,2,1, ,7454,584,41958644,1997312,26.2241525,1.24832,27.4724725,56.41
280000,8,6,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,7636,551,9155692,1290475,32.6989,4.608839286,37.30773929,80.08
67000,6,7,18,1,1,2,2,2,2,100, ,1,2,1,2,2,2,2,75,   ,25,   ,   ,   ,   ,1, , , , , , , ,2, ,75,1,2,1,2,2,2,2,2,75,   ,25,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,2,2, ,8241,683,1692299,144198,25.25819403,2.152208955,27.41040299,214.9
61000,6,5,23,1,2,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5675,894,1044317,367179,17.11995082,6.019327869,23.13927869,404.15
225000,8,5,16,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,100,1,2,2,2,2,1,1,2,2,   ,   ,   ,   ,97,1,   ,6, , , , , , ,1,1,1,2,1,1,2,1377,1774,10742850,5157184,47.746,22.92081778,70.66681778,11.26
5300,3,5,2,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,2,2,1, ,3213,1567,123514,115922,23.3045283,21.87207547,45.17660377,2314.83
48000,5,8,14,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,1,1,1,1,6131,596,3530172,200365,73.54525,4.174270833,77.71952083,214.9
4550,2,1,2,1,1,2,2,2,2,100, ,1,2,2,1,2,2,2,100,   ,   ,10,   ,   ,   ,1, , , , , , ,2,2, ,100,2,1,1,2,2,2,2,2,   ,100,15,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,2,2,1, ,8066,459,215020,13358,47.25714286,2.935824176,50.19296703,2739.65
10500,4,4,26,1,2,2,1,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , ,1,1,2,15,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2,2, ,2,2,3618,1106,0,6761,0,0.643904762,0.643904762,2546.83
7200,3,6,12,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,98,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,2,1,1,2,8361,589,151956,4749,21.105,0.659583333,21.76458333,2463.5
142000,7,7,25,1,1,2,2,2,2,90, ,2,2,1,1,2,2,2,   ,   ,90,10,   ,   ,   ,3, , , , , , , ,1,3,90,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,3,2,1,1,1,5649,916,4389347,1377977,30.91089437,9.70406338,40.61495775,203.22
4500,2,2,25,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2,2, ,2,2,6028,933,33878,9315,7.528444444,2.07,9.598444444,2739.65
12000,4,7,2,1,2,2,2,2,2,80, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,40,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,2,1, ,781,4335,8649,35607,0.72075,2.96725,3.688,2226.65
31000,5,7,23,1,2,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,6552,596,353008,72283,11.38735484,2.331709677,13.71906452,223.98
61000,6,4,18,1,1,2,2,2,2,100, ,2,1,2,2,1,2,2,   ,25,   ,   ,80,   ,   ,5,1,1,1,1,2,1,1,1,2,100,1,1,1,1,1,2,2,2,15,15,80,20,10,   ,   ,   ,3,1,1,1,1,2,1,1,1,2,1,1,1,2,1700,2892,113443,1709411,1.859721311,28.02313115,29.88285246,123.91
58000,6,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,2324,1723,1065598,531846,18.37237931,9.169758621,27.54213793,343.4
1500,2,2,12,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,1,2,5998,1086,95368,0,63.57866667,0,63.57866667,2724.37
37000,5,4,14,1,2,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,100,1,2,1,2,2,2,2,2,30,   ,70,   ,   ,   ,   ,   ,3, , , , , , ,2,2, ,2,2,1, ,1103,3464,59236,898217,1.600972973,24.27613514,25.87710811,1945.16
4500,2,1,6,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,1,1,2,2,2,1,2,6015,627,132513,7284,29.44733333,1.618666667,31.066,220.48
2000,2,2,26,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,10,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2,2, ,1,2,5699,737,287536,1081,143.768,0.5405,144.3085,2724.37
40000,5,7,18,1,1,2,2,2,2,100, ,2,1,2,1,2,2,2,   ,10,   ,90,   ,   ,   ,4, , , , , , , ,2, ,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , , ,2, ,2, ,1, ,6074,793,997510,310732,24.93775,7.7683,32.70605,278.18
245000,8,6,18,1,1,1,1,2,2,100, ,2,2,1,2,1,2,2,   ,   ,40,   ,70,   ,   ,5,1,2,1,1,2,2,1,1,2,100,1,2,1,1,2,2,2,2,20,   ,80,30,   ,   ,   ,   ,3,1,2,1,1,2,2,1,1,2,2,1,1,2,1270,3380,150983,5469406,0.616257143,22.32410612,22.94036327,126.7
39000,5,2,14,1,1,2,2,2,2,85, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,1,2, ,85,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,2, ,2,2,1, ,978,3848,40079,699081,1.027666667,17.92515385,18.95282051,364.2
275000,8,8,14,1,1,2,2,1,2,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,3,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,2,1,1,1,5768,906,12802897,2341353,46.55598909,8.514010909,55.07,119.39
5600,3,6,26,1,2,2,1,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , ,2,2, ,5,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,2, ,2, ,1, ,8375,682,34210,5432,6.108928571,0.97,7.078928571,2447.55
102000,7,6,23,1,2,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,2135,2689,739047,2633870,7.245558824,25.8222549,33.06781373,190.78
225000,8,6,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,2,2,1,1,5517,998,6905805,1548442,30.69246667,6.881964444,37.57443111,46.81
39500,5,8,5,1,2,2,2,2,2,8, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,8,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,2, ,2,2,1, ,936,3285,2285,23663,0.057848101,0.599063291,0.656911392,702.44
400000,8,6,16,1,1,1,2,1,2,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,3,100,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,3,1,1,1,1,3805,1390,100022000,0,250.055,0,250.055,11.63
20250,4,7,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5309,790,621479,19955,30.69032099,0.985432099,31.67575309,404.15
5000,2,2,2,1,1,2,2,2,2,100, ,2,2,1,1,2,2,2,   ,   ,100,25,   ,   ,   ,3, , , , , , ,1,1,2,50,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,2,2,3441,1507,113573,10283,22.7146,2.0566,24.7712,2546.83
150000,7,4,5,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,1309,2461,0,0,0,0,0,177.88
700000,9,5,5,1,1,2,1,2,2,90, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,10,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,1,2,1,1,2,5075,927,46791202,508087,66.84457429,0.725838571,67.57041286,206.74
14750,4,2,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,100,1,2,1,2,2,2,2,2,99,   ,1,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,1,1,1,2,6230,930,2010656,51419,136.315661,3.486033898,139.8016949,780.38
174000,7,8,14,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,3,1,1,1,1,5934,814,5248905,1425599,30.16612069,8.193097701,38.35921839,137.78
2850,2,7,15,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,2,2,1,2,677,3760,22249,215876,7.806666667,75.74596491,83.55263158,1589.69
73000,6,7,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,4825,895,1774821,706883,24.31261644,9.683328767,33.99594521,77.4
215000,8,6,16,1,1,1,2,2,2,100, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,1,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,3,1,1,1,1,1079,3248,518745,17894033,2.412767442,83.22806047,85.64082791,11.84
1600000,10,5,2,1,1,1,2,2,2,100, ,2,1,2,1,2,2,1,   ,95,   ,5,   ,   ,3,2, , , , , , ,2,1,3,100,1,2,2,2,2,1,2,2,10,   ,   ,   ,   ,95,   ,   ,6, , , , , , ,2,1,3,1,1,1,1,5779,640,10205377,6617547,6.378360625,4.135966875,10.5143275,27.35
94000,6,5,2,1,2,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,3,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,1,3,1,1,1,1,4986,1589,940844,537908,10.00897872,5.722425532,15.73140426,72.3
1100,2,7,15,1,2,2,1,2,2,100, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , , ,1,2,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , , ,1,2, , , ,2,4630,1197,0,3101,0,2.819090909,2.819090909,2724.37
2400,2,6,26,1,2,2,1,2,2,75, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,1,2, ,75,2,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,   ,100,   ,7, , , , , , ,1,1,2,2,2,1,2,6200,481,0,11720,0,4.883333333,4.883333333,1538.94
260000,8,6,13,1,2,1,2,1,2,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,1,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,2,2,7237,157,38161991,0,146.7768885,0,146.7768885,17.5
10500,4,3,14,1,1,2,2,2,1,80, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,1,100,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,1,2,2,1,2,1991,1886,1079000,0,102.7619048,0,102.7619048,456.4
18000,4,4,25,1,2,2,1,2,2,70, ,1,2,1,2,2,2,2,95,   ,5,   ,   ,   ,   ,1, , , , , , ,1,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,1,2,1,2,4630,1269,268525,115524,14.91805556,6.418,21.33605556,377.81
