SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,CLIMATE8 ,FREESTN8 ,WLCNS8   ,RFCNS8   ,GLSSPC8  ,EQGLSS8  ,SUNGLS8  ,BLDSHP8  ,NFLOOR8  ,ELEVTR8  ,NELVTR8  ,ESCLTR8  ,RENOV8   ,RENADD8  ,RENRDC8  ,RENCOS8  ,RENEXT8  ,RENINT8  ,RENHVC8  ,RENLGT8  ,RENWIN8  ,RENPLB8  ,RENINS8  ,RENOTH8  ,GOVOWN8  ,GOVTYP8  ,OWNER8   ,OWNOCC8  ,NOCC8    ,NOCCAT8  ,MONUSE8  ,PORVAC8  ,OPEN248  ,OPNMF8   ,OPNWE8   ,WKHRS8   ,WKHRSC8  ,NWKER8   ,NWKERC8  ,HT18     ,HT28     ,COOL8    ,WATR8    ,COOK8    ,MANU8    ,GENR8    ,ONEACT8  ,FACIL8   ,HEATP8   ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,MAINHT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,MAINCL8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,WTHTEQ8  ,HWTRM8   ,RFGEQP8  ,RFGWI8   ,RFGOP8   ,RFGCL8   ,RFGRES8  ,RFGVEN8  ,PCTERM8  ,SERVER8  ,MNFRM8   ,SRVFRM8  ,TRNGRM8  ,STDNRM8  ,OTPCRM8  ,PCRMP8   ,SRVNUM8  ,SRVRC8   ,PCNUM8   ,PCTRMC8  ,FLAT8    ,FLATC8   ,PRNTRN8  ,PRNTYP8  ,COPIER8  ,COPRN8   ,FAX8     ,RDOFEQ8  ,CAPGEN8  ,ELHT18   ,NGHT18   ,ELHT28   ,NGHT28   ,ELCOOL8  ,NGCOOL8  ,ELWATR8  ,NGWATR8  ,ELCOOK8  ,NGCOOK8  ,ELMANU8  ,NGMANU8  ,NGGENR8  ,ELLOCUT8 ,ELNONLU8 ,ELOTSRC8 ,NGLOCUT8 ,NGOTSRC8 ,NGSRC8   ,LTOHRP8  ,LOHRPC8  ,LTNHRP8  ,LNHRPC8  ,RDLTNF8  ,BULB8    ,FLUOR8   ,CFLR8    ,HID8     ,HALO8    ,OTLT8    ,FLUORP8  ,SREF8    ,HEB8     ,WINTYP8  ,TINT8    ,REFL8    ,AWN8     ,SKYLT8   ,AUTOLT8  ,DAYLTP8  ,HDD658   ,CDD658   ,MFEUI8   ,ELCEUI8   ,ADJWT8   
100000,6,5,8,1,1,2,2,2,2,2,1,3,6,3,1, ,9,2,1,3,2,1,1,2,1,1,1,1,1,2,2,2,2,2, ,4,1,5,3,12,2,2,1,1,61,5,200,7,1,1,1,1,2,2,2,1,2,100,2,1,2,1,2,2,2,2,2,2, ,100,1,2,2,2,2,2,2,2,100,1,2,2, ,1,1,1, ,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,999,8,2,180,6,1,2,45,1,1,25,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,90,4,1,1,1,1,1,1,2,100,2,2,3,1,1,2,1,2,0,6469,520,121.21305,23.96967,199.06
120000,7,7,2,1,1,2,2,2,2,4,1,1,1,4,1, ,2,3,1,2,2, , , , , , , , , , , , ,2, ,2,1,12,5,12,1,2,1,2,40,3,125,7,1,1,1,1,2,2,2,1,1,100,2,1,2,2,1,2,2,5, ,2, ,100,2,2,2,1,2,2,2,2,   ,4, ,1,3,2,1,1,1,1,2,2, , , , , ,1,1,2,2,2,2,2,   ,7,2,125,6,1,4,75,2,1,12,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,1,1,1,2,2,2,95,1,1,2,1,2,1,2,2,0,1801,304,52.85956667,12.41844167,261.29
5400,3,7,25,1,2,2,2,2,2,5,1,3,1,1,2,1,2,1, ,   , , , , , , , , , , , , , ,2, ,2,2,1,2,12,2,2,1,1,60,4,4,2,1,2,1,1,2,2,2,1,2,100,2,2,1,2,2,2,2,3, ,2, ,100,1,2,2,2,2,2,2,2,100,1, ,2, ,2,1,1, ,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,   ,        ,  ,3,1,2, ,3,1,1,1,1,1,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,10,1,1,2,1,2,2,2,2,100,2,1,2,1,2,1,2,2,0,731,3367,41.42981481,12.14240741,2544.74
9800,3,7,2,1,1,2,2,2,2,2,1,1,6,2,2,1,11,1, ,   , , , , , , , , , , , , , ,1,3,10,2,3,3,12,2,2,1,2,40,3,20,5,1,2,1,1,2,2,2,1,2,100,2,2,1,2,2,2,2,3, ,1,1,100,1,2,2,2,2,2,2,2,100,1, ,1,1,1,2,1,2,1,2,2, , , , , ,1,1,2,2,2,2,2,   ,1,1,18,3,2, ,4,3,1,4,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,15,1,1,2,1,2,1,2,2,85,2,1,2,1,2,2,1,2,15,6308,528,89.0005102,11.70377551,864.37
26500,5,7,13,1,2,2,2,2,2,5,1,3,5,3,1, ,11,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,1,67,5,10,4,1,2,1,1,2,2,2,1,2,100,2,2,2,2,2,2,1,7, ,1,3,100,2,2,2,2,2,1,2,2,   ,6, ,1,3,1,2,1,1,3,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,12,3,2, ,2,4,1,4,1,2,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,85,4,0,5,1,2,1,1,1,2,2,80,1,1,3,1,2,1,1,1,30,350,4159,84.6589434,24.81211321,364.2
65000,6,6,14,1,2,2,2,2,2,2,1,3,6,1,1, ,9,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,9,2,2,1,2,45,3,41,5,1,2,1,1,1,2,2,1,1,100,2,1,2,1,2,2,2,2,2,1,1,90,1,2,2,2,2,1,2,2,1,6,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,8,1,1,156,6,1,4,40,1,1,5,1,2,2,1, ,2, ,1, ,1, ,1, ,2, , ,1,2,2, , , ,100,4,1,1,1,2,1,2,1,2,2,90,1,1,2,2,1,2,1,2,0,5489,915,89.26941538,26.16336923,215.36
5100,3,4,12,1,1,2,2,2,2,5,1,1,4,3,1, ,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,3,1,1,2,12,2,2,2,1,13,2,10,4,1,2,1,1,1,2,2,1,2,100,2,2,1,2,2,2,2,3,2,1,2,100,2,1,2,2,2,2,2,2,   ,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,0,5,1,1,1,2,2,2,2,75,2,2,1,2,2,1,2,2,0,1677,2486,19.96333333,4.002352941,2544.74
59000,6,5,17,1,1,1,2,2,2,4,1,1,1,3,1, ,9,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,2,3,12,2,1,1,1,168,7,75,6,1,1,1,1,1,2,1,1,2,100,2,1,1,2,2,2,2,2,2,2, ,100,1,2,1,2,2,2,2,2,50,1,2,2, ,1,2,1, ,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,   ,1,1,7,2,2, ,7,1,1,1,1, ,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,100,4,   , , ,1,1,2,2,2,2,75,2,1,1,1,2,2,2,2,0,3092,1895,139.603661,21.65084746,195.52
1600,2,3,91,1,2,1,2,2,2,1,1,4,1,2,1, ,2,2,2,   ,2,1,2,2,1,1,2,1,1,1,1,1,2,2, ,6,2,2,3,12,2,2,2,1,40,3,3,2,1,2,1,1,2,2,2,2,2,100,1,1,2,2,2,2,2,1,2,1,2,30,2,2,1,2,2,2,2,2,   ,3,1,1,2,2, ,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,1,4,3,1,2,     ,1,4,2,2, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,50,2,30,2,1,1,1,2,2,2,2,60,2,1,2,2,2,1,2,1,25,6494,414,95.565625,7.2025,2463.5
10250,4,4,12,1,1,2,2,2,2,2,1,1,4,1,2,3,2,2,2,   ,2,1,2,2,2,2,1,1,2,2,2,2,2,2, ,3,1,1,2,12,2,2,2,1,5,2,1,2,1,2,1,1,2,2,2,1,2,100,1,2,2,2,2,2,2,1,1,1,1,50,2,1,2,2,2,2,2,2,   ,2,1,1,1,2,2,2,2,1,2,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,75,3,0,5,1,1,1,2,2,2,2,50,2,2,1,2,2,2,2,2,0,7048,431,26.4404878,1.36097561,2459.66
114000,7,7,14,1,1,2,2,2,2,2,1,1,6,3,2,2,5,3,1,2,2, , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,2,70,5,84,6,1,1,1,1,1,2,1,1,2,100,2,1,2,1,2,2,2,2, ,1,3,45,1,2,2,2,2,2,2,2,100,1, ,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,12,3,545,8,1,1,52,4,1,3,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,75,3,5,1,1,1,1,2,1,2,2,100,1,1,2,1,1,2,1,2,80,6319,553,68.09445614,10.32531579,140.87
10000,3,7,18,1,2,2,1,2,2,3,1,1,1,1,1, ,2,2,2,   ,2, , , , , , , , , , , , ,2, ,2,1,1,2,12,2,1,1,1,168,7,2,2,1,2,1,1,2,2,2,1,1,100,2,2,2,1,2,2,2,4, ,1,2,100,2,2,1,2,2,2,2,2,   ,3, ,1,2, , , ,2,1,1,1,2,2,2,1,1,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,1, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,50,2,   , , ,1,1,2,2,2,2,15,2,1,2,2,2,2,2,2,0,4698,1159,47.9574,14.0555,324.7
90000,6,7,14,1,1,1,2,2,2,2,1,1,5,3,2,1,6,2,1,1,2, , , , , , , , , , , , ,1,3,10,1,2,3,12,2,2,1,1,66,5,82,6,1,1,1,1,1,2,1,1,2,100,2,1,2,1,2,2,2,2, ,1,3,25,1,2,2,2,2,2,2,2,100,1, ,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,3,1,147,6,2, ,10,4,1,5,1,3,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,95,4,5,1,1,1,1,2,1,2,2,95,1,1,3,2,2,2,2,2,0,8004,747,68.81005556,6.694688889,144.06
8400,3,7,23,1,1,2, ,2,2,2, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,2,3,  , , , , ,   , ,      ,  ,1,2,1,2, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2,1,2,2,1,2,2,2, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5161,539,121.2410714,26.35357143,406.42
186000,7,3,14,1,1,2,2,2,2,2,1,1,1,1,1, ,2,1, ,   , ,1,1,2,2,2,2,2,2,2,2,2,2,1,3,10,1,1,2,12,2,2,1,1,84,5,116,7,1,2,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,2,1,3,30,1,1,1,2,2,2,2,2,70,1,2,1,3,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,4,2,1,320,7,2, ,320,1,1,11,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,100,4,3,1,1,2,1,2,2,1,2,95,2,2,2,1,2,1,1,2,0,5445,476,114.2183871,7.174623656,140.87
2400,2,7,6,1,2,2,1,2,2,1,1,4,4,1,2,1,2,1, ,   , , , , , , , , , , , , , ,2, ,6,1,1,2,12,2,2,1,1,112,6,1,2,1,2,1,1,1,2,2,1,2,100,1,2,2,2,2,2,2,1, ,2, ,100,1,2,2,2,2,2,2,2,100,1, ,2, ,2,2,2, ,1,2,1,2,2,1,2,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2, ,2, ,1, ,1, ,1, ,2, , ,1,2,2, , , ,100,4,10,1,1,2,1,2,2,2,2,100,2,1,1,2,2,2,2,2,0,8296,793,155.89125,45.68916667,2447.55
32500,5,7,18,1,1,2,2,2,2,4,1,1,1,3,2,1,2,4,1,1,2, , , , , , , , , , , , ,2, ,2,2,1,2,12,2,1,1,1,168,7,10,4,1,1,1,1,1,2,2,1,2,95,2,2,1,1,2,2,2,4, ,1,2,95,1,2,1,2,2,2,2,2,40,3, ,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,5,2,2, ,5,2,2,     ,1, ,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,75,3,   , , ,1,1,1,2,2,2,45,2,1,2,2,2,2,2,2,10,3240,1433,78.86756923,13.94556923,396.61
7200,3,5,13,1,1,2,2,2,2,2, ,3,6, , , ,  ,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,1,3,10,2,1,2,12,2,2,1,2,40,3,3,2,1,2,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,2,2, ,100,2,2,1,2,2,2,2,2,   ,3,2,2, ,2, ,2, ,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,   ,        ,  ,3,1,2, ,3,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,10,1,1,2,1,2,2,2,2,100,1,1,1,2,2,2,2,2,0,5335,1044,112.23875,9.284166667,869.22
1500,2,6,2,1,1,2,2,2,2,2,1,4,4,1,2,1,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,1,2,12,2,2,1,2,50,4,1,2,1,2,1,1,2,2,2,1,2,100,1,2,2,1,2,2,2,1,2,2, ,75,2,2,2,2,2,2,1,2,   ,7,2,2, ,2,2,2, ,1,2,2, , , , , ,1,1,2,2,2,2,2,   ,1,1,4,1,2, ,3,4,2,     ,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,50,2,0,5,1,2,1,2,2,2,2,100,2,1,1,2,2,2,2,2,20,5591,913,46.41733333,4.760666667,2463.5
235000,8,7,14,1,2,2,2,2,2,5,1,1,5,1,1, ,5,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,1,50,4,100,7,1,2,1,1,1,2,2,1,2,95,2,2,2,1,2,2,2,4, ,1,3,95,2,2,2,2,2,1,2,2,   ,6, ,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,999,1,1,500,8,1,1,300,1,1,4,1,1,2,1, ,2, ,1, ,1, ,1, ,2, , ,2,1,2, , , ,100,4,3,1,1,2,1,2,1,2,2,85,1,1,2,2,2,2,1,2,10,865,4371,65.92240851,19.32075319,110.86
70000,6,1,14,1,1,1,2,2,2,3,1,1,6,3,1, ,2,5,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,10,1,1,2,12,2,2,1,2,55,4,60,6,1,2,1,1,1,2,2,1,2,100,2,1,2,1,2,2,2,2,1,2, ,35,2,2,1,2,2,2,2,2,   ,3,1,1,2,1, ,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,999,2,1,100,6,1,3,50,4,1,4,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,100,4,15,1,1,1,1,1,2,1,2,90,2,1,2,2,2,2,2,2,100,4786,1254,72.62735714,3.405414286,132.45
200000,7,7,23,1,1,2, ,2,2,2, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,10,4,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2,1,2,2,1,2,1,2, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5111,828,180.285425,36.13988,128.97
245000,8,6,16,1,1,1,2,2,2,1,1,2,1,3,1, ,10,6,1,7,2, , , , , , , , , , , , ,1,7,10,1,1,2,12,2,1,1,1,168,7,460,8,1,1,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,2,1,3,100,2,2,2,2,2,1,2,2,   ,6,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,30,4,300,7,1,4,60,2,1,41,1, ,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,85,4,   , , ,1,1,1,1,1,2,80,2,1,2,1,2,1,1,2,20,6557,673,238.9902,22.73616735,18.47
500001,9,3,16,1,1,1,2,2,2,2,1,1,4,1,1, ,2,8,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2,12,2,1,1,1,168,7,525,9,1,1,1,1,1,2,1,1,1,90,2,1,1,2,2,2,2,2,2,2, ,90,1,1,2,2,2,2,2,2,80,2,2,2, ,2,2,1, ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,10,3,5,2,1,3,50,1,1,25,1, ,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,3,3,1,   , , ,1,1,1,2,1,2,75,1,1,2,1,2,2,2,2,10,6367,529,399.500951,25.96099008,23.21
325000,8,5,16,1,1,1,2,2,2,3,1,1,6,2,1, ,2,6,1,5,2,1,1,2,1,1,1,1,1,2,1,2,2,2, ,4,1,2,3,12,2,1,1,1,168,7,600,9,1,1,1,1,1,2,1,1,1,100,2,1,1,2,1,2,2,2,2,1,3,100,1,1,1,1,2,1,2,2,15,6,1,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,49,4,400,7,1,3,200,1,1,6,1, ,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,100,4,   , , ,1,1,1,2,1,2,85,1,1,3,1,2,1,1,2,0,5079,1037,259.5009538,29.20992,7.44
2600,2,8,13,1,2,2,2,2,2,4,1,4,4,1,2,2,2,1, ,   , , , , , , , , , , , , , ,1,2,9,1,1,2,12,2,2,1,2,30,2,2,2,1,2,1,2,2,2,2,1,1,100,2,2,2,2,1,2,2,5, ,1,1,100,2,2,2,1,2,2,2,2,   ,4, ,1,1,2,1,1,2, , ,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,1,1,1,1,2,1, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,100,4,0,5,1,2,1,2,2,2,2,100,2,1,2,2,2,2,2,2,0,1739,1626,41.86269231,12.26923077,2996.93
8000,3,3,25,1,1,2,2,2,2,3, ,3,1, , , ,  ,3,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,35,6,12,1,2,2,1,36,2,1,2,1,2,1,2,2,2,2,1,2,100,2,1,2,2,2,2,2,2,2,1,1,100,1,2,2,2,2,2,2,2,100,1,2,1,1,2,2,2,2, , ,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,2,1,1,1,1,2,2,     ,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,80,4,20,1,1,1,1,2,2,2,2,35,2,1,3,2,2,1,2,2,20,3733,1580,41.290125,3.002375,2314.83
2000,2,6,26,1,2,2,2,2,2,5,1,3,1,2,2,2,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,1,2,12,2,2,1,1,60,4,3,2,1,2,1,1,2,2,2,1,2,100,2,1,1,2,2,2,2,3,2,2, ,100,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,1,2,1,1,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,1, ,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,10,1,1,2,1,2,2,2,2,100,2,1,2,2,1,2,2,2,0,1419,3058,151.45,44.3875,807.37
700000,9,5,16,1,1,1,2,2,2,4,1,1,1,3,1, ,7,8,1,12,2,1,2,2,1,2,1,1,1,2,2,2,2,2, ,4,1,2,3,12,2,1,1,1,168,7,1470,10,1,1,1,1,1,2,1,1,1,100,2,1,2,2,2,2,2,2,1,1,3,99,2,2,2,2,2,1,2,2,   ,6,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,85,5,1400,9,1,3,700,2,1,56,1, ,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,100,4,   , , ,1,1,1,2,1,2,98,1,1,3,1,2,1,1,2,0,3037,2036,365.9455329,40.72201,15.46
14000,4,1,14,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,3,2,1,2,12,2,2,1,1,50,4,5,3,1,2,1,1,2,2,2,2,2,100,1,2,2,2,2,2,2,1,1,1,2,100,2,2,2,1,2,2,2,2,   ,4,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,3,1,1,1,2, ,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,50,2,3,1,1,1,1,2,1,1,2,50,1,2,2,1,2,2,1,2,0,6791,559,50.86207143,3.6575,173.32
1800,2,3,12,1,2,2,2,2,2,4,1,4,2,3,1, ,3,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,1,2,12,2,2,3,1,3,2,0,1,1,2,1,1,2,2,2,1,2,100,2,2,2,2,1,2,2,5,2,1,2,100,2,2,2,1,2,2,2,2,   ,4,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,80,4,0,5,1,1,2,2,2,2,2,   , , ,1,1,2,2,2,2,20,3806,997,13.87944444,4.067777778,2314.83
120000,7,6,5,1,2,2,2,2,2,3,1,2,3,1,2,1,11,1, ,   , , , , , , , , , , , , , ,2, ,6,2,1,2,12,2,2,1,2,45,3,16,4,1,2,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,3,2,1,2,3,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,   ,1,1,8,2,2, ,3,3,1,2,1,1,2,1, ,2, ,1, ,1, ,2, ,1, , ,1,2,2, , , ,50,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,50,2241,1280,3.006683333,0.881208333,226.15
5500,3,4,26,1,2,1,1,2,2,1,1,4,4,1,2,1,3,1, ,   , ,1,1,2,2,2,2,2,2,2,2,2,2,1,2,9,1,1,2,12,2,2,1,2,40,3,2,2,1,2,1,1,2,2,2,1,1,100,1,2,2,2,2,2,2,1,2,1,1,4,2,2,1,2,2,2,2,2,   ,3,1,1,2,2, ,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,2,     ,1,1,1,2, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,100,4,4,1,1,2,1,2,1,2,2,90,1,1,3,2,2,2,2,2,0,7967,248,634.8547273,1.243818182,2739.65
500001,9,7,2,1,2,2,2,2,2,4,1,2,6,2,1, ,4,991,1,12,2, , , , , , , , , , , , ,2, ,2,2,31,6,12,2,2,1,1,67,5,1100,10,1,2,1,1,2,2,2,1,1,100,2,2,2,1,2,2,2,4, ,1,3,100,1,2,2,2,2,1,2,2,35,6, ,1,3,2,1,2,1,3,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,3,1,1000,9,1,3,300,4,1,30,1,2,1,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,40,2,1,1,1,1,2,1,2,95,1,1,2,2,1,2,2,2,0,1908,1445,98.98127404,29.00975198,39.55
97000,6,8,5,1,2,2,2,2,2,2,1,1,6,2,2,2,2,2,1,2,2, , , , , , , , , , , , ,2, ,1,1,1,2,12,1,2,1,1,84,5,2,2,1,2,1,1,2,2,2,1,2,95,2,2,1,2,2,2,2,3, ,2, ,95,1,2,2,2,2,2,2,2,100,1, ,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,   ,1,1,3,1,2, ,1,1,1,1,1,3,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,100,4,2,1,1,2,2,2,2,99,2,2,2,2,2,2,2,2,0,5779,957,25.36136082,7.432989691,72.3
1600,2,6,26,1,1,2,2,2,2,2,1,5,5,2,2,1,2,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,2,2,30,2,2,2,1,2,1,1,2,2,2,1,1,100,1,2,2,2,2,2,2,1,2,1,2,25,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,2,1,2,     ,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,2,1,2,2,2,2,100,2,2,2,2,2,2,2,2,25,6530,623,155.6875,9.746875,2447.55
3300,2,2,18,1,2,2,2,2,2,5,1,1,4,1,1, ,2,2,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,12,2,1,1,1,168,7,1,2,1,2,1,1,2,2,2,1,1,100,2,2,2,2,2,2,1,7,1,2, ,100,2,2,1,2,2,2,2,2,   ,3,1,2, ,2, ,2, ,2,2,1,2,2,2,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,   , , ,1,1,2,2,2,2,20,2,2,1,2,2,2,2,2,0,3770,1873,43.13090909,12.64090909,419.28
13250,4,4,18,1,2,2,1,2,2,3,1,1,4,1,1, ,9,2,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,1,2,12,2,1,1,1,168,7,2,2,1,1,1,1,2,2,2,1,2,65,2,2,1,1,2,2,2,3,2,2, ,65,2,2,1,2,2,2,2,2,   ,3,1,1,2,2, ,2,2,3,1,1,2,2,2,1,1,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,2,2,     ,1, ,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,10,1,   , , ,1,1,1,2,2,2,5,2,1,1,2,2,1,2,2,0,4637,1196,27.21743396,7.976981132,1697.96
