SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,CLIMATE8 ,FREESTN8 ,WLCNS8   ,RFCNS8   ,GLSSPC8  ,EQGLSS8  ,SUNGLS8  ,BLDSHP8  ,NFLOOR8  ,ELEVTR8  ,NELVTR8  ,ESCLTR8  ,RENOV8   ,RENADD8  ,RENRDC8  ,RENCOS8  ,RENEXT8  ,RENINT8  ,RENHVC8  ,RENLGT8  ,RENWIN8  ,RENPLB8  ,RENINS8  ,RENOTH8  ,GOVOWN8  ,GOVTYP8  ,OWNER8   ,OWNOCC8  ,NOCC8    ,NOCCAT8  ,MONUSE8  ,PORVAC8  ,OPEN248  ,OPNMF8   ,OPNWE8   ,WKHRS8   ,WKHRSC8  ,NWKER8   ,NWKERC8  ,HT18     ,HT28     ,COOL8    ,WATR8    ,COOK8    ,MANU8    ,GENR8    ,ONEACT8  ,FACIL8   ,HEATP8   ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,MAINHT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,MAINCL8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,WTHTEQ8  ,HWTRM8   ,RFGEQP8  ,RFGWI8   ,RFGOP8   ,RFGCL8   ,RFGRES8  ,RFGVEN8  ,PCTERM8  ,SERVER8  ,MNFRM8   ,SRVFRM8  ,TRNGRM8  ,STDNRM8  ,OTPCRM8  ,PCRMP8   ,SRVNUM8  ,SRVRC8   ,PCNUM8   ,PCTRMC8  ,FLAT8    ,FLATC8   ,PRNTRN8  ,PRNTYP8  ,COPIER8  ,COPRN8   ,FAX8     ,RDOFEQ8  ,CAPGEN8  ,ELHT18   ,NGHT18   ,ELHT28   ,NGHT28   ,ELCOOL8  ,NGCOOL8  ,ELWATR8  ,NGWATR8  ,ELCOOK8  ,NGCOOK8  ,ELMANU8  ,NGMANU8  ,NGGENR8  ,ELLOCUT8 ,ELNONLU8 ,ELOTSRC8 ,NGLOCUT8 ,NGOTSRC8 ,NGSRC8   ,LTOHRP8  ,LOHRPC8  ,LTNHRP8  ,LNHRPC8  ,RDLTNF8  ,BULB8    ,FLUOR8   ,CFLR8    ,HID8     ,HALO8    ,OTLT8    ,FLUORP8  ,SREF8    ,HEB8     ,WINTYP8  ,TINT8    ,REFL8    ,AWN8     ,SKYLT8   ,AUTOLT8  ,DAYLTP8  ,HDD658   ,CDD658   ,MFEUI8   ,ELCEUI8   ,ADJWT8   
148000,7,5,23,1,1,2, ,2,2,3, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,20,5,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,1,2,2,1,2,1,2, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5136,814,78.05287162,18.33181757,77.4
108000,7,2,1,1,2,2,2,2,2,4,1,1,1,1,2,1,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,0,1,6,1,2,3,2,0,1,0,1,2,2,2,2,2,2,2,1,2,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , ,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2, ,2, ,2, ,2, ,2, ,2, , ,1,2,2, , , ,   , ,0,5, , , , , , , ,   , , ,1,2,2,2,2,2,0,3265,1360,1.134203704,0.332416667,678.14
10000,3,6,91,1,1,2,2,2,2,5,1,1,7,1,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,6,2,4,3,12,1,2,1,2,40,3,3,2,1,2,1,2,2,1,2,1,2,50,2,2,1,2,2,2,2,3,2,2, ,50,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,2,2, , ,1,2,2,2,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,65,3,1,1,1,1,1,2,1,2,2,100,2,2,1,2,2,2,2,2,20,1546,3479,8.6148,1.987,807.37
180000,7,5,23,1,1,2, ,2,2,2, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,18,5,  , , , , ,   , ,      ,  ,1,1,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,1,2,1,1,2,2,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5372,674,92.89479444,20.05980556,72.41
13500,4,7,5,1,2,2,2,2,2,5,1,3,2,2,2,2,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,2,3,12,2,2,1,2,40,3,19,4,1,2,1,1,2,2,2,2,2,100,2,2,2,2,1,2,2,5, ,1,1,100,2,2,2,1,2,2,2,2,   ,4, ,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,19,3,1,2,19,2,1,1,1,1,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,5,1,1,2,1,2,2,1,2,50,2,2,1,1,2,2,2,2,0,882,3479,37.42155556,10.96762963,807.37
11250,4,6,12,1,1,2,2,2,2,5,1,1,4,1,2,2,2,1, ,   , , , , , , , , , , , , , ,2, ,3,1,1,2,12,1,2,2,1,10,2,1,2,1,2,1,1,1,2,2,1,1,50,2,2,2,2,1,2,2,5,2,2, ,100,2,2,2,1,2,2,2,2,   ,4,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,50,2,25,1,1,2,1,2,2,2,2,100,2,1,1,2,2,2,2,2,0,1418,2941,33.19226667,7.982222222,807.37
6700,3,8,23,1,2,2, ,2,2,1, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,3,3,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1, ,2, ,1, ,1, , , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,6872,626,51.74119403,15.16447761,3391.93
3500,2,5,12,1,1,2,2,2,2,2,1,4,4,1,1, ,8,1, ,   , ,1,2,2,1,2,2,2,2,2,2,2,2,2, ,3,1,1,2,12,2,2,2,1,48,3,3,2,1,2,1,2,2,2,2,1,2,100,1,2,2,2,2,2,2,1,2,1,2,50,2,1,2,2,2,2,2,2,   ,2,2,2, ,2,2,2,2, , ,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,5,2,2, ,1,1,2,     ,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,50,2,0,5,1,1,1,2,2,2,2,25,2,2,2,2,2,1,2,2,0,5949,1335,48.80342857,5.100285714,2447.55
1650,2,3,25,1,1,2,2,2,2,2,1,3,1,1,2,1,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,1,2,12,2,2,2,1,44,3,2,2,1,2,1,1,2,2,2,1,2,100,1,2,2,1,2,2,2,1,1,1,2,100,2,2,1,2,2,2,2,2,   ,3,1,1,2,2, ,2,2,1,2,1,2,2,1,2,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,5,1,1,1,1,2,2,2,2,100,2,2,1,2,2,2,2,2,0,5935,787,105.2593939,7.628484848,2724.37
92000,6,7,14,1,1,1,2,2,2,3,1,1,6,3,1, ,6,2,1,1,2, , , , , , , , , , , , ,1,2,9,1,1,2,12,2,2,1,1,44,3,90,6,1,1,1,1,1,2,1,1,1,100,2,1,2,2,2,2,2,2, ,1,3,90,2,2,2,2,2,1,2,2,   ,6, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,5,2,285,7,1,4,25,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,95,4,10,1,1,2,1,1,1,2,2,95,1,1,3,1,2,1,1,2,30,3948,1238,71.76368478,8.145347826,133.87
9000,3,8,23,1,1,1, ,2,2,4, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,6,4,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,1,2,2,1,2,1,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,3226,1622,63.64477778,17.90322222,102.54
65000,6,7,5,1,2,2,2,2,2,5,1,1,5,1,2,1,2,1, ,   , , , , , , , , , , , , , ,2, ,2,2,1,2,12,2,2,1,2,40,3,19,4,1,2,1,2,2,2,2,1,2,8,2,2,1,2,2,2,2,3, ,1,2,8,1,2,2,2,2,2,2,2,100,1, ,2, ,2,2,1,2, , ,1,2,2,2,2,1,1,1,2,2,2,2,2,   ,1,1,11,3,1,4,11,2,1,2,1,3,2,1, ,2, ,1, ,2, ,2, ,2, , ,2,1,2, , , ,100,4,0,5,1,1,1,2,2,2,2,8,2,1,1,2,2,2,2,2,25,879,4318,9.190876923,2.693692308,155.65
150000,7,4,11,1,1,2,2,2,2,2,1,1,7,1,1, ,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,4,3,12,2,2,1,2,40,3,50,6,1,2,1,1,2,1,2,1,2,15,2,1,2,2,2,2,2,2,1,2, ,3,2,1,2,2,2,2,2,2,   ,2,2,2, ,1,2,1, ,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,   ,2,1,20,4,2, ,10,4,1,3,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,90,4,10,1,1,1,1,2,1,2,2,40,2,1,1,2,1,2,1,2,0,6091,605,95.01888667,24.9307,80.08
100000,6,5,14,1,1,2,2,2,2,4,1,1,6,2,1, ,11,2,2,   ,2,1,2,2,1,1,2,2,2,2,2,2,2,1,3,10,1,1,2,10,2,2,1,2,45,3,45,5,1,1,1,1,1,2,2,1,2,98,2,1,2,2,1,2,2,2,2,1,3,80,2,2,2,1,2,1,2,2,   ,6,2,1,3,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,2,1,2,10,        ,  ,100,6,2, ,15,1,1,7,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,85,4,25,1,1,1,1,1,1,1,2,75,1,1,3,2,2,2,2,2,5,4170,1118,58.90636,10.07315,246.38
9700,3,6,6,1,1,2,2,2,2,2,1,5,6,1,2,2,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,1,2,12,2,2,1,1,98,6,9,3,1,2,1,2,2,2,2,1,2,100,1,2,2,2,2,2,2,1,1,2, ,80,1,2,2,2,2,2,2,2,100,1,1,2, ,2,1,2, , , ,1,1,1,1,2,2,1,1,2,2,2,2,2,   ,3,1,9,2,2, ,9,4,2,     ,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,1,1,2,2,2,2,100,2,1,2,2,2,2,2,2,0,5984,974,192.8713402,50.82041237,2724.37
116000,7,5,23,1,1,2, ,2,2,4, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,8,4,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,1,2,2,1,2,1,2, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,3281,1904,111.8882586,28.99566379,96.19
7900,3,5,25,1,1,2,2,2,2,4,1,1,1,2,1, ,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,4,2,1,2,12,2,2,1,1,70,5,4,2,1,2,1,1,2,2,2,1,2,90,1,2,2,2,2,2,2,1,2,1,2,90,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,0, ,2,     ,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,90,4,0,5,1,2,1,2,2,2,2,100,2,1,1,2,2,2,2,2,25,2541,681,24.52886076,6.075949367,950.84
1600000,10,4,24,1,1,2, ,2,2,7, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,156,8,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2,1,2,2,1,2,1,2, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5541,891,73.40320938,14.57469875,25.66
33000,5,5,25,1,2,2,2,2,2,4,1,5,5,1,2,2,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,1,2,12,2,2,1,1,68,5,11,4,1,2,1,1,2,2,2,1,2,90,1,2,2,2,2,2,2,1,2,1,2,90,2,1,1,2,2,2,2,2,   ,2,2,1,2,2,2,2,2,1,2,2, , , , , ,1,1,2,2,1,2,2,10,1,1,7,2,2, ,7,4,1,1,1,3,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,10,1,1,1,1,1,2,2,2,100,2,1,2,1,2,2,2,2,0,3128,1833,56.1139697,16.44606061,528.95
31000,5,5,23,1,1,1, ,2,2,3, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,6,4,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2,1,2,2,1,2,2,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5077,888,122.6717742,19.49593548,410.56
30500,5,4,18,1,1,2,2,2,2,5,1,4,3,1,1, ,8,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,1,2,12,2,1,1,1,168,7,3,2,1,2,1,1,2,2,2,1,2,40,2,2,2,2,2,2,1,7,1,2, ,40,2,2,1,2,2,2,2,2,   ,3,1,2, ,2, ,1, ,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,   ,        ,  ,1,1,1,1,1,1,1,1,1, ,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,3,50,2,   , , ,2,1,2,2,2,2,100,2,1,2,1,2,2,2,2,10,2132,2680,54.71091803,9.809180328,364.2
6000,3,7,15,1,1,2,2,2,2,3,1,3,1,1,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,6,2,1,2,12,2,2,1,1,60,4,10,4,1,2,1,1,1,2,2,1,2,100,1,2,2,2,2,2,2,1, ,1,2,100,1,2,2,2,2,2,2,2,100,1, ,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,1, ,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,1,1,1,1,1,2,2,1,2,60,1,1,4, , , , , ,   ,5173,1021,99.80233333,15.819,528.67
21500,4,8,5,1,2,2,2,2,2,5,1,1,5,1,2,2,2,1, ,   , , , , , , , , , , , , , ,2, ,2,2,1,2,10,1,2,1,1,68,5,8,3,1,2,1,1,2,2,2,1,2,20,2,2,1,2,2,2,2,3, ,1,2,20,1,2,2,2,2,2,2,2,100,1, ,1,2,2,2,1,2,1,2,2, , , , , ,1,1,2,2,2,2,2,   ,1,1,5,2,2, ,3,1,2,     ,1,1,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,20,1,0,5,1,2,1,2,2,2,2,100,2,1,1,2,2,2,2,2,70,804,4412,15.14390698,4.438418605,1164.83
116000,7,5,23,1,1,2, ,2,2,2, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,10,4,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2,1,2,2,1,2,2,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,4728,642,133.2934224,25.85451724,105.79
4800,2,2,25,1,1,2,2,2,2,1, ,1,6, , , ,  ,2,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,1,2,12,2,2,1,1,72,5,2,2,1,2,1,1,2,2,2,1,2,50,1,2,2,2,2,2,2,1,2,2, ,50,2,2,1,2,2,2,2,2,   ,3,2,2, ,2, ,1, ,1,2,1,2,2,2,1,1,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,1,1,1, ,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,50,2,25,1,1,1,1,1,2,2,2,100,2,1,1,2,2,2,1,2,0,6417,715,45.34083333,3.002291667,2739.65
132000,7,5,8,1,1,1,2,2,2,2,1,1,6,2,2,1,2,4,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2,12,2,2,1,1,45,3,500,9,1,2,1,1,2,2,1,1,1,100,2,1,2,2,2,2,2,2,2,2, ,100,1,2,2,2,2,1,2,2,60,1,2,2, ,1,2,1, ,3,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,39,4,270,7,1,3,125,4,1,24,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,100,4,25,1,1,1,1,2,1,1,2,75,2,1,2,1,2,2,2,2,0,5344,968,257.8615985,36.26319697,126.28
10250,4,4,14,1,1,2,2,2,2,4,1,4,4,3,1, ,1,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,1,3,10,1,1,2,12,2,2,1,2,50,4,12,4,1,2,1,1,2,2,2,1,1,100,2,1,2,2,2,2,2,2,2,1,2,100,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,1,2,1,2,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,14,3,2, ,5,2,1,2,1,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,25,1,1,2,1,2,2,2,2,100,2,2,1,2,2,2,2,2,0,1187,726,49.57970732,6.491804878,456.4
1300,2,6,15,1,2,2,1,2,2,3, ,3,6, , , ,  ,3,2,   ,2, , , , , , , , , , , , ,2, ,6,2,1,2,11,2,2,1,1,72,5,5,3,1,1,1,1,1,2,2,1,2,100,2,2,2,1,1,2,2,5,1,1,2,66,2,2,2,1,2,2,2,2,   ,4,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,2,     ,1,3,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,75,3,10,1,1,1,1,2,2,2,2,50,2,1,3,1,2,1,2,2,25,4076,1475,194.14,56.89923077,1591
18000,4,5,5,1,2,2,1,2,2,1,1,4,5,1,2,2,3,2,2,   ,2,1,1,2,1,1,1,1,1,1,1,1,2,2, ,2,1,1,2,12,2,2,1,2,50,4,18,4,1,2,1,1,2,1,2,1,1,50,1,2,1,2,2,2,2,1,1,1,2,5,2,2,1,2,2,2,2,2,   ,3,1,2, ,2, ,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,11,3,1,4,5,4,2,     ,1,1,1,2, ,2, ,1, ,1, ,2, ,1, , ,1,2,2, , , ,60,3,0,5,1,1,1,1,2,2,2,60,2,2,3,2,2,2,2,2,0,7655,425,3.412,1,2463.5
2900,2,7,2,1,2,2,2,2,2,4,1,4,4,2,1, ,6,1, ,   , , , , , , , , , , , , , ,1,2,9,1,1,2,12,2,2,1,2,37,2,4,2,1,2,1,1,2,2,2,1,2,100,2,2,2,2,1,2,2,5, ,1,3,100,2,2,2,1,2,2,2,2,   ,4, ,1,3,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,7,2,1,4,3,1,1,1,1,1,1,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,0,5,1,2,1,1,2,1,2,100,2,1,2,2,2,2,2,2,0,2104,1955,12.12793103,3.554482759,2314.83
80000,6,6,8,1,2,2,2,2,2,1,1,1,6,4,1, ,6,3,1,2,2, , , , , , , , , , , , ,2, ,2,1,32,6,12,1,2,1,1,66,5,200,7,1,2,1,1,2,2,2,1,2,100,2,2,1,2,2,2,2,3,2,2, ,100,1,2,2,2,2,2,2,2,100,1,2,2, ,1,1,1, ,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,50,5,220,6,1,4,75,1,1,30,1,3,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,90,4,0,5,1,1,1,1,2,1,2,90,1,1,2,1,1,2,2,2,0,5866,536,84.8955125,24.88145,80.53
36000,5,3,14,1,1,2,2,2,2,1,1,3,1,2,1, ,7,1, ,   , ,1,2,2,1,2,2,1,1,1,2,2,2,1,3,10,1,1,2,10,2,2,1,2,40,3,55,6,1,2,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,1,1,3,100,1,2,2,2,2,2,2,2,100,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,5,1,1,59,5,1,4,10,2,1,3,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,3,100,4,0,5,1,1,1,1,2,2,2,80,2,1,3,2,2,2,2,2,10,5279,779,121.3073056,8.76,360.63
30000,5,5,5,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1, ,   , ,1,2,2,2,1,2,1,1,2,2,1,2,2, ,2,2,1,2,8,1,2,1,2,40,3,20,5,1,1,1,1,2,2,2,1,1,100,2,2,1,1,2,2,2,4,2,1,2,2,2,2,1,2,2,2,2,2,   ,3,2,1,2,2, ,1,2,1,2,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,0, ,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,1,1,1,1,2,2,15,2,1,1,2,2,1,2,2,0,6532,676,57.4859,3.776333333,872.07
8600,3,2,5,1,2,2,2,2,2,1,1,4,5,1,1, ,2,1, ,   , ,1,2,2,2,1,2,2,2,2,2,2,2,2, ,6,2,1,2,12,2,2,1,1,60,4,0,1,2,2,2,2,2,2,2,1,1,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , ,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2, ,2, ,2, ,2, ,2, ,2, , ,1,2,2, , , ,70,3,0,5,1,2,1,2,2,2,2,100,1,1,4, , , , , ,   ,8051,792,3.092674419,0.906395349,776.54
2500,2,3,1,1,2,2,2,2,2,1,1,4,1,1,2,2,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,0,1,0, ,2,3,2,0,1,0,1,2,2,2,2,2,2,2,1,2,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , ,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2, ,2, ,2, ,2, ,2, ,2, , ,1,2,2, , , ,   , ,0,5, , , , , , , ,   , , ,2,2,2,2,2,2,0,7006,669,1.504,0.4408,3110.9
1600,2,8,26,1,2,2,2,2,2,1,1,5,4,1,2,1,1,1, ,   , , , , , , , , , , , , , ,1,2,9,1,1,2,12,2,2,1,2,40,3,0,1,2,2,2,2,2,2,2,1,1,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , ,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2, ,2, ,2, ,2, ,2, ,2, , ,1,2,2, , , ,50,2,0,5,1,1,2,2,2,2,2,   , , ,1,2,2,2,1,2,50,9043,548,0.93,0.2725,3110.9
10250,4,1,15,1,1,2,2,2,2,2,1,1,4,2,1, ,2,3,2,   ,2,1,2,2,1,2,1,1,1,1,1,1,2,2, ,6,2,2,3,12,2,2,1,1,84,5,25,5,1,2,1,1,1,1,2,1,2,100,2,2,1,2,2,2,2,3,1,1,3,100,1,2,2,2,2,2,2,2,100,1,1,1,3,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,   ,        ,  ,12,3,2, ,12,1,2,     ,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,100,4,5,1,1,2,1,1,1,2,2,60,2,2,2,1,2,1,1,2,0,5845,507,483.0899512,22.3924878,165.84
225000,8,4,2,1,1,2,2,2,2,4,1,1,6,1,2,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,1,2,12,2,2,1,1,40,3,93,6,1,2,1,1,2,2,2,1,2,100,2,1,2,2,2,2,2,2,2,2, ,100,1,2,2,2,2,1,2,2,80,1,1,2, ,2,1,1, ,3,1,1,1,1,2,1,1,1,1,1,2,2,2,1,10,4,1,35,4,1,4,3,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,2,1,1,1,1,2,2,1,2,50,2,2,1,1,2,2,2,2,0,3379,1359,41.25072444,6.337004444,39.55
66000,6,7,14,1,1,2,2,2,2,4,1,3,5,2,1, ,9,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,10,2,2,1,2,55,4,58,6,1,1,1,1,1,2,2,1,1,80,2,1,2,2,1,2,2,2, ,1,3,80,2,2,2,1,2,1,2,2,   ,6, ,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,5,2,1,50,5,1,3,15,4,1,5,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,85,4,30,2,1,1,1,1,1,2,2,85,1,1,3,1,2,2,2,2,0,4301,1098,64.792,12.20987879,393.15
4200,2,7,15,1,1,2,2,2,2,4,1,1,1,4,2,3,2,1, ,   , , , , , , , , , , , , , ,2, ,2,2,1,2,12,2,2,1,1,93,6,14,4,1,2,1,1,1,2,2,1,2,100,2,2,1,2,2,2,2,3, ,1,1,100,1,2,2,2,2,2,2,2,100,1, ,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,   ,1,1,2,1,1,4,2,4,2,     ,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,100,4,15,1,1,2,1,1,2,2,2,100,1,1,1,2,2,2,2,2,0,3500,1484,420.1369048,87.22738095,1446.07
